series_id,user_id,description,category,direction,currency,n_dates,median_gap,interval_iqr,amount_cv,cadence
3991,user_240,neighbourhood grocer,groceries,debit,INR,6,28.0,28.0,0.13475319143905806,monthly_candidate
3993,user_240,parking and tolls,transport,debit,INR,4,63.0,31.5,0.13560848346624257,other
3996,user_240,residential rent payment,rent,debit,INR,6,31.0,1.0,0.0,monthly_candidate
3998,user_240,school fee payment,education,debit,INR,5,30.5,1.0,0.0,monthly_candidate
4002,user_241,audio streaming plan,music_subscription,debit,IDR,5,31.0,0.25,0.0,monthly_candidate
4006,user_241,credit card repayment,debt_repayment,debit,IDR,5,31.0,0.25,0.0,monthly_candidate
4007,user_241,electricity bill,utilities,debit,IDR,5,31.0,0.25,0.08775368885914903,monthly_candidate
4010,user_241,fuel refill,transport,debit,IDR,4,42.0,21.0,0.04847171070906341,other
4020,user_241,residential rent payment,rent,debit,IDR,6,31.0,1.0,0.0,monthly_candidate
4028,user_242,bulk pantry shop,groceries,debit,EUR,8,7.0,3.5,0.11625592465646194,weekly_candidate
4029,user_242,child education fee,education,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
4032,user_242,delivery service plan,delivery_membership,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
4035,user_242,fuel refill,transport,debit,EUR,5,24.5,26.25,0.09836632171796025,other
4037,user_242,household groceries,groceries,debit,EUR,6,14.0,14.0,0.12146038908450235,other
4038,user_242,household utility payment,utilities,debit,EUR,5,30.5,1.0,0.050961167882017995,monthly_candidate
4043,user_242,music service subscription,music_subscription,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
4047,user_242,personal loan payment,debt_repayment,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
4049,user_242,rail pass,transport,debit,EUR,7,14.0,19.25,0.2053263748128303,other
4050,user_242,ride-hailing trip,transport,debit,EUR,5,28.0,19.25,0.10636967148456099,monthly_candidate
4051,user_242,shared housing rent,rent,debit,EUR,6,31.0,1.0,2.1006437125206216e-16,monthly_candidate
4064,user_243,household insurance,insurance,debit,ZAR,5,30.5,1.5,0.0,monthly_candidate
4066,user_243,local market purchase,groceries,debit,ZAR,4,30.0,35.0,0.043261998163885915,monthly_candidate
4067,user_243,local taxi,transport,debit,ZAR,5,35.0,17.5,0.1251104038349676,other
4069,user_243,municipal utilities,utilities,debit,ZAR,5,30.5,1.5,0.07805541604837689,monthly_candidate
4072,user_243,payroll credit,salary,credit,ZAR,5,30.5,1.5,0.0,monthly_candidate
4073,user_243,property maintenance contribution,housing,debit,ZAR,6,30.0,1.0,0.0,monthly_candidate
4075,user_243,streaming subscription,streaming,debit,ZAR,5,30.5,1.5,0.0,monthly_candidate
4078,user_243,therapy appointment,healthcare,debit,ZAR,5,30.5,1.5,0.06309765934793389,monthly_candidate
4083,user_244,bulk pantry shop,groceries,debit,ZAR,4,14.0,7.0,0.19826667592156524,other
4084,user_244,commuter pass,transport,debit,ZAR,4,14.0,38.5,0.17606048216414877,other
4085,user_244,course tuition,education,debit,ZAR,5,30.5,1.25,0.0,monthly_candidate
4086,user_244,delivery service plan,delivery_membership,debit,ZAR,5,30.5,1.25,0.0,monthly_candidate
4092,user_244,household groceries,groceries,debit,ZAR,4,21.0,31.5,0.10404039654076175,other
4093,user_244,household utility payment,utilities,debit,ZAR,5,30.5,1.25,0.08349876367317643,monthly_candidate
4094,user_244,local market purchase,groceries,debit,ZAR,6,21.0,14.0,0.17410466601122737,other
4097,user_244,metro and bus fares,transport,debit,ZAR,6,28.0,7.0,0.09192704622819814,monthly_candidate
4098,user_244,music subscription,music_subscription,debit,ZAR,5,30.5,1.25,0.0,monthly_candidate
4099,user_244,neighbourhood grocer,groceries,debit,ZAR,4,7.0,45.5,0.07959794276750745,weekly_candidate
4103,user_244,rail pass,transport,debit,ZAR,4,35.0,14.0,0.14475949689337633,other
4104,user_244,residential rent payment,rent,debit,ZAR,6,31.0,1.0,0.0,monthly_candidate
4106,user_244,supermarket basket,groceries,debit,ZAR,4,21.0,45.5,0.11687614550636505,other
4109,user_244,vehicle loan payment,debt_repayment,debit,ZAR,5,30.5,1.25,0.0,monthly_candidate
4112,user_245,bakery and snacks,dining,debit,INR,4,49.0,7.0,0.03347943273372909,other
4114,user_245,cinema and events,entertainment,debit,INR,5,30.5,1.0,0.052293250342684935,monthly_candidate
4116,user_245,commuter pass,transport,debit,INR,6,10.0,40.0,0.14498702920835194,other
4117,user_245,family streaming plan,streaming,debit,INR,5,30.5,1.0,0.0,monthly_candidate
4122,user_245,household insurance,insurance,debit,INR,5,30.5,1.0,0.0,monthly_candidate
4123,user_245,household shopping,shopping,debit,INR,5,30.5,1.0,0.0694024854161812,monthly_candidate
4124,user_245,household utility payment,utilities,debit,INR,5,30.5,1.0,0.062412460681327796,monthly_candidate
4125,user_245,international employer payroll,salary,credit,USD,5,30.5,1.0,0.0,monthly_candidate
4126,user_245,local market purchase,groceries,debit,INR,6,30.0,10.0,0.14896191134627895,monthly_candidate
4127,user_245,local taxi,transport,debit,INR,5,20.0,5.0,0.17483397555581487,other
4128,user_245,lunch with colleagues,dining,debit,INR,5,38.5,10.5,0.13273633267589544,other
4129,user_245,metro and bus fares,transport,debit,INR,7,15.0,11.25,0.11998757183429853,other
4130,user_245,monthly rent,rent,debit,INR,6,31.0,1.0,0.0,monthly_candidate
4133,user_245,online backup subscription,cloud_storage,debit,INR,5,30.5,1.0,0.0,monthly_candidate
4135,user_245,quick-service meal,dining,debit,INR,5,42.0,21.0,0.14029264331816102,other
4137,user_245,ride-hailing trip,transport,debit,INR,5,20.0,13.75,0.10080760665679486,other
4139,user_245,takeaway order,dining,debit,INR,4,14.0,10.5,0.18749734464946755,other
4140,user_245,vehicle charging,transport,debit,INR,8,10.0,30.0,0.13631164943050042,other
4145,user_246,clothing and household items,shopping,debit,ZAR,5,30.5,1.5,0.06880365850619856,monthly_candidate
4148,user_246,electricity bill,utilities,debit,ZAR,5,30.5,1.5,0.06879428967788027,monthly_candidate
4158,user_246,payroll credit,salary,credit,ZAR,4,31.0,0.5,0.0,monthly_candidate
4161,user_246,residential rent payment,rent,debit,ZAR,5,30.5,1.5,0.0,monthly_candidate
4162,user_246,shared storage plan,cloud_storage,debit,ZAR,5,30.5,1.5,0.0,monthly_candidate
4163,user_246,supermarket basket,groceries,debit,ZAR,7,20.0,7.5,0.1690792781298805,other
4166,user_246,video streaming plan,streaming,debit,ZAR,5,30.5,1.5,0.0,monthly_candidate
4168,user_247,bulk pantry shop,groceries,debit,EUR,4,14.0,3.5,0.11600554874650595,other
4169,user_247,commuter pass,transport,debit,EUR,4,14.0,63.0,0.13157992314366898,other
4170,user_247,fitness club membership,gym,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
4171,user_247,food delivery membership,delivery_membership,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
4173,user_247,fuel refill,transport,debit,EUR,5,28.0,43.75,0.11459596321108277,monthly_candidate
4174,user_247,grocery delivery,groceries,debit,EUR,4,42.0,14.0,0.15657285206640556,other
4175,user_247,household groceries,groceries,debit,EUR,4,42.0,52.5,0.17508416462026202,other
4176,user_247,landlord standing order,rent,debit,EUR,6,31.0,1.0,0.0,monthly_candidate
4177,user_247,local event tickets,entertainment,debit,EUR,5,30.5,1.0,0.057347175987800536,monthly_candidate
4179,user_247,local taxi,transport,debit,EUR,4,7.0,38.5,0.15079727706390134,weekly_candidate
4182,user_247,music service subscription,music_subscription,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
4183,user_247,neighbourhood grocer,groceries,debit,EUR,4,42.0,10.5,0.16976599228350508,other
4186,user_247,payroll credit,salary,credit,EUR,5,30.5,1.0,0.1544723261214617,monthly_candidate
4188,user_247,rail pass,transport,debit,EUR,4,21.0,10.5,0.12700762690095949,other
4191,user_247,vehicle charging,transport,debit,EUR,6,42.0,42.0,0.1114366347841851,other
4192,user_247,water and power payment,utilities,debit,EUR,5,30.5,1.0,0.0596636570193416,monthly_candidate
4195,user_248,account commission payment,salary,credit,USD,4,31.0,15.5,0.44233236035067686,monthly_candidate
4196,user_248,apartment rent transfer,rent,debit,USD,6,31.0,1.0,0.0,monthly_candidate
4197,user_248,base salary,salary,credit,USD,5,30.5,1.0,0.0,monthly_candidate
4199,user_248,cloud storage plan,cloud_storage,debit,USD,5,30.5,1.0,0.0,monthly_candidate
4201,user_248,energy provider bill,utilities,debit,USD,6,31.0,1.0,0.04354476702197369,monthly_candidate
4202,user_248,fresh food shop,groceries,debit,USD,6,28.0,21.0,0.1757726750956058,monthly_candidate
4205,user_248,household groceries,groceries,debit,USD,4,49.0,14.0,0.045488499897578964,other
4209,user_248,monthly shopping spend,shopping,debit,USD,5,30.5,1.0,0.020212074670802698,monthly_candidate
4211,user_248,parent support transfer,family_support,debit,USD,5,30.5,1.0,0.0,monthly_candidate
4213,user_248,personal loan payment,debt_repayment,debit,USD,5,30.5,1.0,0.0,monthly_candidate
4217,user_248,therapy appointment,healthcare,debit,USD,5,30.5,1.0,0.050000112029995006,monthly_candidate
4220,user_249,bakery and snacks,dining,debit,USD,4,14.0,42.0,0.09004141186036571,other
4221,user_249,bulk pantry shop,groceries,debit,USD,4,40.0,30.0,0.07738664689326849,other
4222,user_249,coffee shop,dining,debit,USD,4,56.0,17.5,0.1814814396376533,other
4225,user_249,fresh food shop,groceries,debit,USD,4,40.0,30.0,0.15358155159265263,other
4226,user_249,fuel refill,transport,debit,USD,5,32.5,18.75,0.17473049010833303,other
4231,user_249,lunch with colleagues,dining,debit,USD,5,31.5,35.0,0.23373060252659594,monthly_candidate
4232,user_249,metro and bus fares,transport,debit,USD,7,22.5,22.5,0.08846979727556491,other
4233,user_249,monthly entertainment spend,entertainment,debit,USD,5,30.5,1.0,0.052056072718936995,monthly_candidate
4234,user_249,monthly rent,rent,debit,USD,6,31.0,1.0,0.0,monthly_candidate
4235,user_249,neighbourhood restaurant,dining,debit,USD,4,21.0,17.5,0.10848880691943136,other
4236,user_249,parking and tolls,transport,debit,USD,8,10.0,22.5,0.13514526191932094,other
4237,user_249,payroll credit,salary,credit,USD,5,30.5,1.0,0.1978021978021978,monthly_candidate
4238,user_249,personal shopping,shopping,debit,USD,5,30.5,1.0,0.07465358856795457,monthly_candidate
4240,user_249,rail pass,transport,debit,USD,6,15.0,20.0,0.12519952318801833,other
4242,user_249,shared storage plan,cloud_storage,debit,USD,5,30.5,1.0,0.0,monthly_candidate
4243,user_249,streaming subscription,streaming,debit,USD,5,30.5,1.0,0.0,monthly_candidate
4246,user_249,vehicle charging,transport,debit,USD,5,35.0,35.0,0.18218494050772166,other
4247,user_249,vehicle insurance premium,insurance,debit,USD,5,30.5,1.0,0.0,monthly_candidate
4248,user_249,water and power payment,utilities,debit,USD,5,30.5,1.0,0.04801177922068812,monthly_candidate
4251,user_250,bakery and snacks,dining,debit,ZAR,4,63.0,31.5,0.11222515809713404,other
4258,user_250,household utility payment,utilities,debit,ZAR,5,31.0,0.25,0.0785878564269054,monthly_candidate
4259,user_250,landlord standing order,rent,debit,ZAR,6,31.0,1.0,0.0,monthly_candidate
4263,user_250,music service subscription,music_subscription,debit,ZAR,5,31.0,0.25,0.0,monthly_candidate
4267,user_250,personal loan payment,debt_repayment,debit,ZAR,5,31.0,0.25,0.0,monthly_candidate
4268,user_250,previous employer payroll,salary,credit,ZAR,4,31.0,0.5,0.0,monthly_candidate
4273,user_251,apartment rent transfer,rent,debit,EUR,5,31.0,0.75,0.0,monthly_candidate
4276,user_251,delivery platform payout,salary,credit,EUR,4,31.0,38.0,0.07132861346798805,monthly_candidate
4277,user_251,driver platform payout,salary,credit,EUR,9,13.5,16.5,0.21104843317069236,other
4278,user_251,electricity bill,utilities,debit,EUR,5,31.0,0.75,0.06419967517382898,monthly_candidate
4280,user_251,fitness club membership,gym,debit,EUR,5,31.0,0.75,0.0,monthly_candidate
4281,user_251,food delivery membership,delivery_membership,debit,EUR,5,31.0,0.75,0.0,monthly_candidate
4286,user_251,local market purchase,groceries,debit,EUR,9,17.5,15.75,0.1574166138482127,other
4289,user_251,monthly entertainment spend,entertainment,debit,EUR,5,31.0,0.75,0.04535500757820469,monthly_candidate
4290,user_251,music subscription,music_subscription,debit,EUR,5,31.0,0.75,0.0,monthly_candidate
4293,user_251,parking and tolls,transport,debit,EUR,5,10.5,17.5,0.19437374061860985,other
4294,user_251,quick-service meal,dining,debit,EUR,4,14.0,28.0,0.10226455879415908,other
4296,user_251,ride-hailing trip,transport,debit,EUR,5,17.5,22.75,0.0837740605066912,other
4297,user_251,supermarket basket,groceries,debit,EUR,4,28.0,17.5,0.16981619084537797,monthly_candidate
4298,user_251,task marketplace payout,salary,credit,EUR,5,14.0,16.5,0.241055697491946,other
4310,user_252,grocery delivery,groceries,debit,IDR,4,60.0,35.0,0.17386085649713198,other
4311,user_252,health insurance premium,insurance,debit,IDR,5,30.5,1.5,0.0,monthly_candidate
4312,user_252,household utility payment,utilities,debit,IDR,5,30.5,1.5,0.0503403542825613,monthly_candidate
4314,user_252,local taxi,transport,debit,IDR,4,42.0,21.0,0.16712474425695079,other
4317,user_252,neighbourhood grocer,groceries,debit,IDR,4,50.0,15.0,0.07760094930840561,other
4320,user_252,payroll credit,salary,credit,IDR,5,30.5,1.5,0.0,monthly_candidate
4321,user_252,property maintenance contribution,housing,debit,IDR,6,30.0,1.0,0.0,monthly_candidate
4325,user_252,supermarket basket,groceries,debit,IDR,4,30.0,15.0,0.04954928599817913,monthly_candidate
4327,user_252,therapy appointment,healthcare,debit,IDR,5,30.5,1.5,0.06745667810284615,monthly_candidate
4329,user_252,video streaming plan,streaming,debit,IDR,5,30.5,1.5,0.0,monthly_candidate
4334,user_253,cloud storage plan,cloud_storage,debit,EUR,5,31.0,0.25,0.0,monthly_candidate
4336,user_253,electricity bill,utilities,debit,EUR,6,31.0,1.0,0.0684514086453281,monthly_candidate
4338,user_253,fresh food shop,groceries,debit,EUR,5,28.0,14.0,0.17628421986073517,monthly_candidate
4339,user_253,fuel refill,transport,debit,EUR,7,21.0,10.5,0.12197996653301041,other
4340,user_253,grocery delivery,groceries,debit,EUR,4,14.0,31.5,0.08867549323743794,other
4342,user_253,household shopping,shopping,debit,EUR,5,31.0,0.25,0.04760118238765065,monthly_candidate
4343,user_253,loan repayment,debt_repayment,debit,EUR,5,31.0,0.25,0.0,monthly_candidate
4344,user_253,local market purchase,groceries,debit,EUR,4,28.0,24.5,0.020328496912389842,monthly_candidate
4347,user_253,monthly rent,rent,debit,EUR,6,31.0,1.0,1.28706937305124e-16,monthly_candidate
4348,user_253,neighbourhood grocer,groceries,debit,EUR,4,35.0,28.0,0.1658624626800977,other
4350,user_253,parking and tolls,transport,debit,EUR,7,28.0,19.25,0.17683200740756735,monthly_candidate
4351,user_253,payroll credit,salary,credit,EUR,5,31.0,0.25,0.0,monthly_candidate
4352,user_253,quick-service meal,dining,debit,EUR,4,28.0,21.0,0.06947648772176743,monthly_candidate
4355,user_253,streaming subscription,streaming,debit,EUR,5,31.0,0.25,0.0,monthly_candidate
4360,user_254,bulk pantry shop,groceries,debit,USD,4,20.0,20.0,0.1845232181611369,other
4361,user_254,cloud storage plan,cloud_storage,debit,USD,5,30.5,1.0,0.0,monthly_candidate
4364,user_254,diagnostic test,healthcare,debit,USD,5,30.5,1.0,0.027285694302872938,monthly_candidate
4365,user_254,electricity bill,utilities,debit,USD,5,30.5,1.0,0.04432166998296506,monthly_candidate
4371,user_254,insurance policy payment,insurance,debit,USD,5,30.5,1.0,0.0,monthly_candidate
4372,user_254,local event tickets,entertainment,debit,USD,5,30.5,1.0,0.06487079952369416,monthly_candidate
4377,user_254,neighbourhood grocer,groceries,debit,USD,4,30.0,50.0,0.20694486382987962,monthly_candidate
4379,user_254,payroll credit,salary,credit,USD,5,30.5,1.0,0.0,monthly_candidate
4380,user_254,property maintenance contribution,housing,debit,USD,5,30.5,1.0,0.0,monthly_candidate
4384,user_254,school fee payment,education,debit,USD,5,30.5,1.0,0.0,monthly_candidate
4393,user_255,fuel refill,transport,debit,IDR,4,42.0,21.0,0.20341203527778476,other
4395,user_255,household groceries,groceries,debit,IDR,5,25.0,42.5,0.14073538703268032,other
4399,user_255,municipal utilities,utilities,debit,IDR,5,30.5,1.5,0.09288282713958658,monthly_candidate
4402,user_255,online backup subscription,cloud_storage,debit,IDR,5,30.5,1.5,0.0,monthly_candidate
4403,user_255,online retail purchases,shopping,debit,IDR,5,30.5,1.5,0.024862232587094323,monthly_candidate
4404,user_255,payroll credit,salary,credit,IDR,4,31.0,0.5,0.0,monthly_candidate
4406,user_255,residential rent payment,rent,debit,IDR,6,31.0,1.0,0.0,monthly_candidate
4407,user_255,streaming subscription,streaming,debit,IDR,5,30.5,1.5,0.0,monthly_candidate
4409,user_255,takeaway order,dining,debit,IDR,4,63.0,31.5,0.22117939994890262,other
4412,user_256,audio streaming plan,music_subscription,debit,INR,5,30.5,1.25,0.0,monthly_candidate
4414,user_256,bulk pantry shop,groceries,debit,INR,5,28.0,26.25,0.18141973565021233,monthly_candidate
4416,user_256,commuter pass,transport,debit,INR,5,28.0,26.25,0.16836798554083307,monthly_candidate
4417,user_256,course tuition,education,debit,INR,5,30.5,1.25,0.0,monthly_candidate
4418,user_256,delivery service plan,delivery_membership,debit,INR,5,30.5,1.25,0.0,monthly_candidate
4419,user_256,electricity bill,utilities,debit,INR,5,30.5,1.25,0.09738004886284934,monthly_candidate
4422,user_256,fresh food shop,groceries,debit,INR,5,17.5,22.75,0.17338823358300473,other
4424,user_256,grocery delivery,groceries,debit,INR,5,14.0,19.25,0.13044721501245649,other
4426,user_256,loan repayment,debt_repayment,debit,INR,5,30.5,1.25,0.0,monthly_candidate
4430,user_256,metro and bus fares,transport,debit,INR,4,35.0,24.5,0.15637827220696338,other
4431,user_256,monthly rent,rent,debit,INR,6,31.0,1.0,0.0,monthly_candidate
4434,user_256,parking and tolls,transport,debit,INR,5,28.0,31.5,0.11810418741350688,monthly_candidate
4439,user_256,vehicle charging,transport,debit,INR,4,28.0,10.5,0.10864955630406288,monthly_candidate
4442,user_257,apartment rent transfer,rent,debit,USD,6,31.0,1.0,0.0,monthly_candidate
4443,user_257,bakery and snacks,dining,debit,USD,7,14.0,10.5,0.18447872276391195,other
4445,user_257,cloud storage plan,cloud_storage,debit,USD,5,30.5,1.0,0.0,monthly_candidate
4446,user_257,coffee shop,dining,debit,USD,5,31.5,10.5,0.1906822168696284,monthly_candidate
4447,user_257,commuter pass,transport,debit,USD,5,32.5,43.75,0.1267408968777054,other
4449,user_257,fresh food shop,groceries,debit,USD,5,10.0,22.5,0.1599252774633225,other
4450,user_257,fuel refill,transport,debit,USD,4,55.0,25.0,0.12884420660528836,other
4451,user_257,games and recreation,entertainment,debit,USD,5,30.5,1.0,0.058426260714573706,monthly_candidate
4453,user_257,health insurance premium,insurance,debit,USD,5,30.5,1.0,0.0,monthly_candidate
4455,user_257,household shopping,shopping,debit,USD,5,30.5,1.0,0.06788817100648044,monthly_candidate
4456,user_257,international employer payroll,salary,credit,EUR,5,30.5,1.0,0.0,monthly_candidate
4458,user_257,local taxi,transport,debit,USD,4,35.0,22.5,0.10815494011661747,other
4459,user_257,metro and bus fares,transport,debit,USD,8,15.0,17.5,0.08546638000700017,other
4464,user_257,rail pass,transport,debit,USD,5,20.0,20.0,0.060430561823309206,other
4465,user_257,ride-hailing trip,transport,debit,USD,4,20.0,25.0,0.22728059746873605,other
4469,user_257,video streaming plan,streaming,debit,USD,5,30.5,1.0,0.0,monthly_candidate
4470,user_257,water and power payment,utilities,debit,USD,5,30.5,1.0,0.046072141521683554,monthly_candidate
4471,user_257,weekend food delivery,dining,debit,USD,6,42.0,35.0,0.11712508156691202,other
4473,user_258,apartment rent transfer,rent,debit,USD,6,31.0,1.0,0.0,monthly_candidate
4474,user_258,bakery and snacks,dining,debit,USD,5,21.0,5.25,0.14369248660876419,other
4476,user_258,cloud storage plan,cloud_storage,debit,USD,5,30.5,1.0,0.0,monthly_candidate
4480,user_258,family streaming plan,streaming,debit,USD,5,30.5,1.0,0.0,monthly_candidate
4484,user_258,health insurance premium,insurance,debit,USD,5,30.5,1.0,0.0,monthly_candidate
4489,user_258,metro and bus fares,transport,debit,USD,6,20.0,10.0,0.10836431006184238,other
4490,user_258,monthly entertainment spend,entertainment,debit,USD,5,30.5,1.0,0.042852000933456716,monthly_candidate
4491,user_258,neighbourhood grocer,groceries,debit,USD,4,20.0,15.0,0.1806934517159833,other
4493,user_258,online retail purchases,shopping,debit,USD,5,30.5,1.0,0.0634043018594509,monthly_candidate
4494,user_258,parking and tolls,transport,debit,USD,6,30.0,15.0,0.17968338358760805,monthly_candidate
4495,user_258,primary household salary,salary,credit,USD,5,30.5,1.0,0.0,monthly_candidate
4497,user_258,rail pass,transport,debit,USD,8,15.0,17.5,0.1261551251210192,other
4499,user_258,second household income,salary,credit,USD,4,31.0,0.5,0.05423261327111041,monthly_candidate
4501,user_258,vehicle charging,transport,debit,USD,5,17.5,32.5,0.18038394734977004,other
4502,user_258,water and power payment,utilities,debit,USD,5,30.5,1.0,0.05829424646501335,monthly_candidate
4503,user_258,weekend food delivery,dining,debit,USD,5,31.5,19.25,0.18598894610122968,monthly_candidate
4504,user_258,weekly produce market,groceries,debit,USD,4,30.0,40.0,0.12219234710735763,monthly_candidate
4505,user_259,audio streaming plan,music_subscription,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
4512,user_259,household groceries,groceries,debit,EUR,4,28.0,42.0,0.1569686330463685,monthly_candidate
4515,user_259,monthly rent,rent,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
4516,user_259,municipal utilities,utilities,debit,EUR,5,30.5,1.0,0.07116183330165185,monthly_candidate
4519,user_259,payroll credit,salary,credit,EUR,5,30.5,1.0,0.0,monthly_candidate
4520,user_259,personal loan payment,debt_repayment,debit,EUR,5,30.5,1.0,0.0,monthly_candidate
4525,user_259,weekly produce market,groceries,debit,EUR,4,28.0,7.0,0.09513682707483889,monthly_candidate
4528,user_26,bulk pantry shop,groceries,debit,IDR,4,40.0,25.0,0.07177734819690981,other
4531,user_26,clothing and household items,shopping,debit,IDR,5,30.5,1.0,0.06216505515492503,monthly_candidate
4532,user_26,cloud storage plan,cloud_storage,debit,IDR,5,30.5,1.0,0.0,monthly_candidate
4543,user_26,local market purchase,groceries,debit,IDR,5,30.0,32.5,0.06686691701294127,monthly_candidate
4551,user_26,residential rent payment,rent,debit,IDR,5,30.5,1.0,0.0,monthly_candidate
4557,user_26,video streaming plan,streaming,debit,IDR,5,30.5,1.0,0.0,monthly_candidate
4558,user_26,water and power payment,utilities,debit,IDR,5,30.5,1.0,0.05315290840191279,monthly_candidate
4563,user_260,cinema and events,entertainment,debit,IDR,5,30.5,1.0,0.07751801540631417,monthly_candidate
4565,user_260,commuter pass,transport,debit,IDR,4,50.0,20.0,0.07961083144735184,other
4566,user_260,electricity and water bill,utilities,debit,IDR,6,31.0,1.0,0.04138063134964362,monthly_candidate
4569,user_260,fuel refill,transport,debit,IDR,7,27.5,5.0,0.07777894380602189,other
4572,user_260,international employer payroll,salary,credit,USD,5,30.5,1.0,0.0,monthly_candidate
4573,user_260,landlord standing order,rent,debit,IDR,6,31.0,1.0,0.0,monthly_candidate
4577,user_260,metro and bus fares,transport,debit,IDR,6,20.0,25.0,0.19436447212135474,other
4578,user_260,neighbourhood grocer,groceries,debit,IDR,4,30.0,10.0,0.15137190985540275,monthly_candidate
4579,user_260,neighbourhood restaurant,dining,debit,IDR,4,49.0,38.5,0.17145386367053184,other
4580,user_260,online backup subscription,cloud_storage,debit,IDR,5,30.5,1.0,0.0,monthly_candidate
4581,user_260,online retail purchases,shopping,debit,IDR,5,30.5,1.0,0.06757652834215262,monthly_candidate
4582,user_260,parking and tolls,transport,debit,IDR,6,35.0,25.0,0.16340064240624388,other
4583,user_260,quick-service meal,dining,debit,IDR,5,42.0,17.5,0.013185378167945397,other
4585,user_260,ride-hailing trip,transport,debit,IDR,8,20.0,15.0,0.07417219896930266,other
4587,user_260,takeaway order,dining,debit,IDR,4,21.0,24.5,0.14637459950842777,other
4589,user_260,vehicle insurance premium,insurance,debit,IDR,5,30.5,1.0,0.0,monthly_candidate
4590,user_260,video streaming plan,streaming,debit,IDR,5,30.5,1.0,0.0,monthly_candidate
4591,user_260,weekend food delivery,dining,debit,IDR,4,28.0,56.0,0.10151535955701374,monthly_candidate
4593,user_261,bakery and snacks,dining,debit,EUR,4,28.0,7.0,0.14760134605021946,monthly_candidate
4597,user_261,electricity bill,utilities,debit,EUR,5,30.5,1.5,0.0735564100438447,monthly_candidate
4599,user_261,family healthcare expense,healthcare,debit,EUR,5,30.5,1.5,0.06630684910260629,monthly_candidate
4600,user_261,family streaming plan,streaming,debit,EUR,5,30.5,1.5,0.0,monthly_candidate
4603,user_261,grocery delivery,groceries,debit,EUR,4,20.0,50.0,0.17564132804266583,other
4604,user_261,health insurance premium,insurance,debit,EUR,5,30.5,1.5,0.0,monthly_candidate
4605,user_261,home repair reserve,housing,debit,EUR,5,30.5,1.5,0.0,monthly_candidate
4606,user_261,household groceries,groceries,debit,EUR,6,20.0,20.0,0.15919482863392062,other
4613,user_261,payroll credit,salary,credit,EUR,5,30.5,1.5,0.0,monthly_candidate
4627,user_262,fuel refill,transport,debit,IDR,4,56.0,3.5,0.15678468970779663,other
4630,user_262,household shopping,shopping,debit,IDR,5,31.0,0.25,0.06892796916163935,monthly_candidate
4631,user_262,household utility payment,utilities,debit,IDR,5,31.0,0.25,0.03584463651437745,monthly_candidate
4632,user_262,landlord standing order,rent,debit,IDR,6,31.0,1.0,0.0,monthly_candidate
4633,user_262,loan repayment,debt_repayment,debit,IDR,5,31.0,0.25,0.0,monthly_candidate
4634,user_262,local market purchase,groceries,debit,IDR,4,42.0,31.5,0.11975491300724131,other
4637,user_262,metro and bus fares,transport,debit,IDR,4,28.0,42.0,0.09820844952521617,monthly_candidate
4639,user_262,neighbourhood restaurant,dining,debit,IDR,4,28.0,42.0,0.14899207921843663,monthly_candidate
4640,user_262,parking and tolls,transport,debit,IDR,6,21.0,14.0,0.1422612267546352,other
4641,user_262,primary household salary,salary,credit,IDR,5,31.0,0.25,0.0,monthly_candidate
4644,user_262,ride-hailing trip,transport,debit,IDR,4,28.0,7.0,0.12910746121439387,monthly_candidate
4645,user_262,second household income,salary,credit,IDR,4,31.0,0.5,0.07499120981997727,monthly_candidate
4646,user_262,shared storage plan,cloud_storage,debit,IDR,5,31.0,0.25,0.0,monthly_candidate
4649,user_262,video streaming plan,streaming,debit,IDR,5,31.0,0.25,0.0,monthly_candidate
4650,user_262,weekly produce market,groceries,debit,IDR,7,17.5,12.25,0.16832400570037034,other
4651,user_263,apartment rent transfer,rent,debit,ZAR,6,31.0,1.0,0.0,monthly_candidate
4654,user_263,clothing and household items,shopping,debit,ZAR,5,31.0,0.75,0.06824678098057797,monthly_candidate
4656,user_263,commuter pass,transport,debit,ZAR,6,25.0,40.0,0.1283282092868214,other
4658,user_263,family streaming plan,streaming,debit,ZAR,5,31.0,0.75,0.0,monthly_candidate
4660,user_263,fuel refill,transport,debit,ZAR,4,35.0,40.0,0.20064886280368596,other
4662,user_263,household utility payment,utilities,debit,ZAR,5,31.0,0.75,0.07897889335779686,monthly_candidate
4663,user_263,international employer payroll,salary,credit,EUR,5,31.0,0.75,0.0,monthly_candidate
4665,user_263,local taxi,transport,debit,ZAR,4,20.0,7.5,0.18711464416567467,other
4666,user_263,lunch with colleagues,dining,debit,ZAR,6,21.0,7.0,0.1617244040182514,other
4667,user_263,metro and bus fares,transport,debit,ZAR,6,30.0,5.0,0.11465233613117008,monthly_candidate
4668,user_263,monthly entertainment spend,entertainment,debit,ZAR,5,31.0,0.75,0.05876916604167784,monthly_candidate
